model;price;kilometer;fuel type;vitesse;engine
Renault 4 1987;36;00km;Essence;1.1 ess 34ch;Manuelle
Renault 19 1992 19;36;568225km;Diesel;1.9 D 65ch;Manuelle
Citroen C15 1986;36;;Essence;;Manuelle
Seat ARONA 2018 Style;36;135000km;Essence;1.6 MPi 110 ch;Manuelle
Peugeot 309 1987 309;36;123km;Essence;1.6 ess 80ch;Manuelle
2010;36;0km;Essence;;Manuelle
Hafei motors Yavuz 2006 Yavuz;36;00km;Essence;;Manuelle
Hafei motors Yanus 2004 Yanus;36;;Essence;;Manuelle
Audi  2007 ;36;333500km;Essence;1.1;Manuelle
Vms Vmax 2021;36;16000km;Essence;200;Automatique
Peugeot 405 1989 405;36;111111km;GPL;BX;Manuelle
Fiat Panda 1993;36;;;;
Daewoo Nubira 1999 SX francais;36;;;;
yavuz Yavuz 2004;36;;;;
Renault 19 1991;36;;;;
Renault Kangoo 1998;36;;;;
Renault Clio 1 1997;36;;;;
Mazda 323 1990;36;;;;
Daewoo Nubira 1999;36;;;;
Renault 4 1987;36;;;;
Renault 21 1986 21;37;200000km;GPL;1.7 ess 76ch;Manuelle
Ford Focus 4 portes 2002 Focus 4 portes;37;111111km;Diesel;1.8 TD 90ch;Manuelle
Renault 19 1993 Storya;37;000km;Diesel;1.9 DT 93ch;Manuelle
Vms V max 2022 2022;37;;;;
Renault 19 1989 19;37;540km;Essence;1.4 ess 60ch;Manuelle
Renault 4 1985;37;;Essence;0.9 ess 34ch;Manuelle
Peugeot 404 1983 404;37;;Essence;;Manuelle
Peugeot 505 1981 505;37;55555km;Essence;11;Manuelle
Seat Marbella 1997;37;;Essence;;Manuelle
Daewoo Nubira 1998 Nubira;37;546893km;GPL;;Manuelle
Fiat Seicento 2000 Seicento;37;1111km;Essence;1.1 ess 54ch;Manuelle
Faw x1 2007;37;777777km;Essence;;Manuelle
Baic Bigo 1998 Bigo;37;166399km;Essence;9;Manuelle
Daewoo Matiz 2000 Best;37;;Essence;0.8;Manuelle
Hafei motors Harbin places 2004;37;;Essence;;Manuelle
Renault 21 1993 21;37;400000km;GPL;1.7 GTS 95ch;Manuelle
Peugeot 404 1982 404 bachè;37;555555km;Essence;10;Manuelle
Ford Escort 1991 Escort;37;;Diesel;1.8 D 60ch;Manuelle
Volkswagen Golf 2 1984 Golf 2;37;;Diesel;1.6 dzel;Manuelle
Faw 1.1copi 2007;37;200km;Essence;;Manuelle
Citroen C15 1995;37;;;;
Renault Clio 1 1993;37;;;;
Renault 4 1982;37;;;;
Volkswagen Polo 2001 Polo;38;519000km;Diesel;1.9 SDI 64ch;Manuelle
Volkswagen Jetta 1987 Jetta;38;428000km;Essence;1.6 ess 75ch;Manuelle
Suzuki Maruti 800 2008 Maruti 800;38;222222km;Essence;0.8 ess 47ch;Manuelle
Volkswagen Caddy 2018 Trendline;38;187000km;Diesel;1.6 TDi 102ch;Manuelle
Renault 5 1985 5;38;;Essence;6 cv;Manuelle
Renault Clio 1 1996 Clio 1;38;;Diesel;1.9 D 65ch;Manuelle
Peugeot 305 1988 305;38;;GPL;1.6 ess 80ch;Manuelle
Fiat 1985;38;;Essence;;Manuelle
DFM  2006;38;;;;
Kia Cirato 2007;38;;;;
Renault  1980 ;38;111111km;Essence;76;Manuelle
Suzuki Binile z 250 2017 2017;38;1000km;Essence;;Automatique
Peugeot 505 1982 505;38;0km;Essence;;Manuelle
Renault 19 1993 CHAMADE;38;00000km;Diesel;1.9 DT 93ch;Manuelle
Peugeot 505 1989 505;38;111111km;GPL;La 11;Manuelle
Mercedes CLA 2015;38;282km;Essence;250 BleuEfficiancy 211ch;Automatique
Volkswagen Transporteur 2 T2 1982 Brésilien;38;;Essence;9;Manuelle
Daihatsu Cuore 2003 Cuore;38;230km;Essence;;Manuelle
Fiat Punto 1998;38;;Diesel;;Manuelle
Honda Concerto 1992 Concerto;38;;Essence;1.5;Manuelle
Nissan Sunny 2001 Sunny;38;4850555km;Essence;1.3;Manuelle
Renault 19 1994 ;38;123km;Diesel;1.9 DT 93ch;Manuelle
Hyundai Sonata 1998;38;000000km;Essence;1.8;Manuelle
Peugeot 205 1996 Sport;38;0000000km;Diesel;La 8 tirbou;Manuelle
DFM Dfm faw 2007 DFM;38;1111km;Essence;1.1;Manuelle
Renault Express 1995 Express;38;;Diesel;1.9 D 65ch;Manuelle
Faw Faw1.1 2009;38;263000km;Essence;;Manuelle
Opel Astra 2001 Astra;38;00km;Diesel;1.7 DTI 16V 75ch;Manuelle
Skoda Rapid 2019 EDITION;38;135000km;GPL;1.6 MPi 110 ch;Manuelle
Renault Clio 1 1992;38;;;;
Tata Manza 1998;38;;;;
Peugeot 405 1989 ;38;;;;
Daewoo Cielo 2000;38;;;;
Peugeot 405 1988;38;;;;
Dacia Duster 2021;39;99000km;GPL;;Automatique
BYD Flyer 2008 Flyer;39;1000000km;Essence;1.1;Manuelle
Daewoo Matiz 2000 Matiz;39;305850km;Essence;;Manuelle
Peugeot 305 1981 305;39;;GPL;;Manuelle
Daewoo  1999 ;39;33km;Essence;;Manuelle
Hyundai Pony 1999 Pony;39;523965km;Essence;1.3;Manuelle
Renault Super 5 1985 Super 5;39;;Essence;1.4 ess 72ch;Manuelle
Citroen AX 1991 AX;39;496522km;Diesel;1.5 D;Manuelle
Suzuki Maruti 800 2008 Maruti 800;40;666000km;Essence;0.8 ess 47ch;Manuelle
Suzuki Maruti 800 2008 Maruti 800;40;660000km;Essence;0.8 ess 47ch;Manuelle
Peugeot 208 2018 GT Line;40;1600km;Diesel;1.6 HDI 115ch;Manuelle
Peugeot 207 2009 Allure;40;305km;Essence;1.4 ess 16V 90ch;Manuelle
Volkswagen Polo 3 Flight 1998;40;999999km;Diesel;1.9 SDI 64ch;Manuelle
Peugeot 208 2015 Allure Facelift;40;;Diesel;1.6 HDI 115ch;Manuelle
Ford Mondeo 1996;40;255000km;Diesel;1.8 TD 88ch;Manuelle
Peugeot 205 1986 4portes;40;123km;Essence;1.4 ess 60ch;Manuelle
Renault 5 1984 5;40;999999km;Essence;1.1 ess 45ch;Manuelle
Citroen C15 1994;40;;;;
Fiat Tipo 1990 Tipo;40;;Essence;1.4 ess 72ch;Manuelle
Seat Ibiza 2023 Fr;40;;;;
Peugeot 505 1989 505;40;;Essence;;Manuelle
Daewoo Matiz 2000 Matiz;40;343000km;Essence;0.8;Manuelle
Daewoo Nubira 1999 Nubira;40;450000km;GPL;1.5;Manuelle
Seriz Seriz 1988;40;;;;
Peugeot 309 1992;40;;Essence;1.6 ess 92ch;
Volkswagen Polo 1990 Polo;40;587560km;Essence;1.3 GT 78ch;Manuelle
Faw xiali 2007;40;220000km;Essence;1.1;Manuelle
Peugeot 106 1992;40;00000000km;Essence;1.1 ess 60ch;Manuelle
Suzuki Alto 2008 Alto;40;;Essence;0.8 ess 46ch;Manuelle
Peugeot 207 2011 Allure;40;415000km;Diesel;1.6 THP 150ch;Manuelle
Suzuki Maruti 800 2003 Maruti 800;40;;Essence;0.8 ess 47ch;Manuelle
BMW 525 1993 525;40;;;;
Renault Super 5 1986 Super 5;40;;Essence;;Manuelle
Peugeot 305 1984;40;0km;GPL;1.3 ess 65ch;Manuelle
Citroen BX 1986 BX;40;2222222km;Diesel;1.9 D 65ch;Manuelle
Renault 4 1987 4;40;;Essence;;Manuelle
Peugeot J5 1994 J5;40;;Diesel;LA 10;Manuelle
Kia Shuma 2001 Shuma;40;14500km;Essence;1.6 ess 101ch;Automatique
Suzuki Maruti 800 2011 Maruti 800;40;;Essence;0.8 ess 47ch;Manuelle
Peugeot 309 1989 309;40;100000000km;Essence;Moteur Bx;Manuelle
Peugeot 309 1989 309;40;888888888km;Essence;Bx;Manuelle
Peugeot 405 1989 405;40;;GPL;1.6 ess 92ch;Manuelle
Renault Clio 4 2016;40;169000km;Essence;1.2 ess 16V 75ch;Manuelle
Peugeot 306 1996 306;40;999999km;Diesel;1.9 D 71ch;Manuelle
Renault 4 1969 4;40;250km;Essence;;Manuelle
Renault Express 1986 Express;40;555555km;GPL;76;Manuelle
Daewoo Matiz 1999 Matiz;40;400000km;Essence;0.1;Manuelle
Renault Express 1996 Express;40;400000km;Diesel;1.9 D 65ch;Manuelle
Toyota RAV4 1996 RAV4;40;;Essence;2.0 ess 129ch;Manuelle
Renault Express 1991;40;400000km;Diesel;1.9 D 55ch;Manuelle
Renault 19 1995 19;40;111111km;Diesel;1.9 D;Manuelle
Fiat Ducato 2023 Aluminium;40;50km;Diesel;2.2hdi;Manuelle
Renault Clio 4 2018 GT Line +;40;118km;Diesel;110;Manuelle
Hyundai ELENTR 1999;40;370km;Diesel;LA 8;Manuelle
Renault 5 1984;40;;Essence;1.1 ess 45ch;Manuelle
Toyota Start lite 2001 Bon;40;2222km;Essence;1.3;Manuelle
Peugeot Partner 2010 Origin;40;343km;Diesel;7;
Peugeot Partner 2010 Origin;40;343km;Diesel;La 7;Manuelle
Peugeot 205 1987 Junior;40;111km;Essence;1.4 ess 80ch;Manuelle
Citroen BX 1990 Millesime;40;1111111km;GPL;1.9 ess 107ch;Manuelle
Hafei motors Yavuz 2004 Yavuz;40;000000km;Essence;1.1 ess 65 ch;Manuelle
Faw Xiali 2009;40;0km;Essence;1.1;Manuelle
Faw N5 2006 N5;40;0000km;Essence;1.1;Manuelle
Renault Megane 1 1997;40;;Diesel;1.9;Manuelle
Daewoo Matiz 1999 Matiz;40;5555555km;Essence;1.2;Manuelle
Geely S5 2015 S5;40;;Essence;1.5 ess 102ch;Semi Automatique
Daewoo Cielo 2001 Cielo;40;000km;GPL;1.5 ess 90ch;Manuelle
Volkswagen Jetta 1990 Jetta;40;66km;Essence;1.6 ess 75ch;Manuelle
Daihatsu Appalose 2001 2001;40;0km;GPL; R21....1.8;Manuelle
Volkswagen T2 1982;40;;Essence;1.6;Manuelle
Nissan Sunny 1999 Sunny;40;609811km;Essence;1.6;Manuelle
Mercedes Classe C 2014;40;161000km;;;
Volkswagen Golf 2 1989 Golf 2;40;0000000km;Essence;1.3 ess 55ch;Manuelle
Renault 9 1986 9;40;157745514km;Essence;;Manuelle
Lada Samara 1992 Samara;40;0km;Essence;;Manuelle
Chana Star II 7 places 2013 Star II 7 places;40;80000km;Essence;1.0l 68ch;Manuelle
Daewoo Matiz 1999 Matiz;40;00km;Essence;;Manuelle
Renault R18 1982;40;;Essence;Type 2;Manuelle
Renault Clio 1 1995 Clio 1;40;;Diesel;1.9 D 65ch;
Suzuki Maruti 800 2008 Maruti 800;40;150000km;Essence;;
Renault 5 1985 5;40;00000km;Essence;Gtl;Manuelle
Peugeot 405 1995 405;40;00km;Diesel;La 8;Manuelle
Fiat Fiorino 1991;40;;;;
Renault Express 1997 Express;40;444444km;Diesel;1.9 D 65ch;Manuelle
Daewoo Matiz 1999 Matiz;40;400000km;Essence;1.0;Manuelle
Renault R12 1988 Mliha;40;123000km;Essence;Express 76;Manuelle
Suzuki Maruti 800 2002 Maruti 800;40;3000km;Essence;8;Manuelle
Citroen Xantia 2000 Xantia;40;333358km;Diesel;La 8 turbo;Manuelle
Volkswagen Golf 2 1987 Golf 2;40;;Essence;1.8 ess 90ch;Manuelle
Nissan Sanny 1999;40;450452km;Essence;1.6;Manuelle
Citroen C3 2002 C3;40;600000km;Diesel;1.4 HDI 70ch;Manuelle
Daewoo Nubira 1999 break;40;162000km;GPL;1.5;Manuelle
Peugeot 505 1989 505;40;;Diesel;;Manuelle
Opel Zafira 1999;40;;;;
Peugeot 405 1991;40;;Diesel;;Manuelle
Chana Autre 2005 0 penture;40;11111km;Essence;√;Manuelle
V-max 200 2022;40;10000km;Essence;200;Automatique
Daewoo Nubira 1999 Nubira;40;350000km;Essence;1.6 ess 106ch;Manuelle
Peugeot 405 1993;40;;Diesel;;Manuelle
Renault 19 1991;40;;Essence;;Manuelle
Daewoo Matiz 1999 Matiz;40;;Essence;;Manuelle
Volkswagen Golf 2 1986;40;500000km;Diesel;;Manuelle
Fiat 128 1999 Yugo;40;200000km;Essence;75;Manuelle
Peugeot 106 1997 106;40;585000km;Essence;1.5 D 58ch;Manuelle
Suzuki Ibiza 1989 Safi;40;33333333km;Essence;Esons;Manuelle
Ford Mondeo 2001 Break;40;450000km;Diesel;2.0 TDCI 130ch;Manuelle
Fiat Uno 1987 Uno;40;00000km;Essence;1000;Manuelle
Audi 80 1990;40;400km;Diesel;1.6 TD 80ch;Manuelle
4 044 041 986 404;40;11111111km;GPL;10;Manuelle
Chana Q20 2010 Simple cabine;40;155000km;Diesel;1.3;Manuelle
Chana 2010 2010 Chana;40;155000km;Essence;;Manuelle
Faw N3 2008;40;162558km;Essence;1.1;Manuelle
Mazda Bt50.4×4 2011 .;40;11111km;Diesel;;Manuelle
Zotye Z100 2012 ;40;;;;
Chana  2004;40;;;;
Fiat Tipo 1992;40;;;;
Daewoo Matiz 1999;40;;;;
Faw B50 2006;40;;;;
Chana Ideal  2009 Change;40;;;;
Renault solanza 2004;40;;;;
Renault Clio Japonia 1995;40;;;;
Renault Clio 2 2005;40;;;;
Renault Express 1993;40;;;;
Renault R11 1983 Exsprqs;40;;;;
Motos-scooters Vmax  2021;40;;;;
Peugeot 305 1984;40;;;;
Daewoo Cielo 2000;40;;;;
Suzuki Maruti 800 2007;40;;;;
Peugeot 305 1988 Break;40;;;;
Renault Megane 1 1998;40;;;;
Honda Civic 1996;40;;;;
Peugeot 306 1995;40;;;;
Faw N3 2009 Ess;40;;;;
Renault 19 1993;40;;;;
Renault Clio 1 1996;40;;;;
Zotye Z100 2013;40;;;;
Daewoo Lanos 1999;40;;;;
Audi A1 2015 Sport back;41;220km;Essence;1.4 TFSI 122ch;Automatique
Ford Fiesta 1993;41;57758km;Essence;;Manuelle
Peugeot 504 1971 504;41;;Essence;2.0 ess 104ch;Manuelle
Kia Avella 2000 2000;41;150000km;Essence;2.23;Manuelle
Hyundai Accent 1999;41;;;;
Renault 4 1968;42;1234km;Essence;0.8 ess 30ch;Manuelle
Opel Corsa 1996 Corsa;42;999km;Diesel;1.7 D 60ch;Manuelle
Faw Xaili 2009;42;;;;
Citroen AX 1995 AX;42;11111111km;Diesel;1.5 D 58ch;Manuelle
Hafei motors Minibus 2007 Minibus;42;;;;
Volkswagen Polo 2007;42;0000km;Diesel;1.9 TDI 100ch;Manuelle
Renault Clio 2 1998;42;395000km;Diesel;1.9 D 65ch;Manuelle
Volkswagen Caddy 2018;42;86000km;Diesel;;Manuelle
Renault Mastar 1996 T35;42;;;;
Peugeot 405 1991 405;42;2666km;Diesel;1.9 D 71ch;Manuelle
Volkswagen Golf 2 1985 Golf 2;42;;Essence;;Manuelle
Renault 19 1993 19;42;00km;Essence;76;Manuelle
Faw XIALI 2008 Xiali;42;;Essence;1.1;Manuelle
Renault 4 1975;42;12344km;Essence;;Manuelle
Renault Clio5 2022;42;31000km;Essence;;Automatique
Suzuki Maruti 800 2007;42;0km;;;
Suzuki Maruti 800 2013 Maruti 800;42;123km;Essence;0.8 ess 47ch;Manuelle
Zastafa 128 Zastafa 128 1991;42;;Essence;1.4 75;Manuelle
Suzuki mareti 2003;42;0000km;Essence;0.9;Manuelle
Daewoo Cielo 1998 Cielo;42;490000km;Essence;1.5 ess 90ch;Manuelle
Daewoo Cielo 1998 Cielo;42;500000km;GPL;1.5 ess 75ch;Manuelle
Peugeot 405 1990 405;42;;GPL;1.6 ess 92ch;Manuelle
Volkswagen Vento 1993 Vento;42;999999km;Diesel;1.9;Manuelle
Renault 19 1994 19;42;;Diesel;1.9 DT 93ch;Manuelle
Renault Megane 1 1997 Megane 1;42;350000km;Diesel;1.9 D 65ch;Manuelle
Renault 21 1986 21;42;416000km;GPL;1.7 GTS 92ch;Manuelle
Peugeot Expert 2005;42;;Diesel;;Manuelle
Suzuki Maruti 800 2002 Maruti 800;42;11111km;Essence;0.8 ess 47ch;Manuelle
Faw . 2007;42;;Essence;;Manuelle
Renault GTL 1984 Beige;42;1111111111km;Essence;GTL;Manuelle
Hafei motors Yavuz 2004 Yavuz;42;123456789km;Essence;1.1 ess 65 ch;Manuelle
Volkswagen Jetta 1988 Jetta;42;8500000km;Essence;65;Manuelle
Volkswagen Passat 1978 Passat;42;300km;Essence;;Manuelle
Suzuki Alto 2008 Alto;42;00000km;Essence;1.0 ess 68ch;Manuelle
Volkswagen Caddy 2017;42;119000km;Diesel;;Manuelle
Suzuki Maruti 800 2004 Maruti 800;42;96000km;Essence;0.8 ess 47ch;Manuelle
Fiat Uno 1993 Uno;43;293000km;Essence;1.4 ess 71ch;Manuelle
Daewoo Matiz 1999 Matiz;43;210000km;Essence;0.8;Manuelle
BMW 525 1993 Diesel;43;;;;
BYD Flyer 2005;43;177695km;Essence;;Manuelle
Tata Indica 2001;43;;Diesel;;Manuelle
Fiat Panda 1990 panda;43;446000km;Essence;;Manuelle
Daewoo Matiz 1999 Matiz;43;400000km;Essence;;Manuelle
Hyundai i10 2018 i10;43;97000km;;1.2;Manuelle
Volkswagen Passat 1990 Passat;43;3000km;Diesel;1.9 D 68ch;
Sym Hd2 2020;43;15000km;Essence;;
Mazda 626 1984 626;43;1111km;Essence;1.6 ess 81ch;Manuelle
Citroen Saxo 1997;43;475571km;Essence;1.4 VTS 75ch;Manuelle
Citroen Saxo 1997;43;4993155km;Essence;1.4 VTS 75ch;Manuelle
Zotye Z100 2012 (Ancienne);43;100km;Essence;0.8 ess 52ch;Manuelle
Kia Sephia 2001;43;;Essence;1.5 ess 88ch;Manuelle
Peugeot 404 1973 Bachi;43;;GPL;L10;
Volkswagen Passat 1990 Cl;43;111111km;GPL;1.8 ess 90ch;Manuelle
Peugeot 205 1986 205;43;300km;Essence;1.4 ess 60ch;Manuelle
Golf Jetta 1991;43;;;;
Volkswagen Golf 2 1987;43;;;;
Renault Twingo 1999;43;;;;
Volkswagen Golf 2 1991;43;;;;
Honda Civic 1996;43;;;;
Suzuki Maruti 800 2008;43;;;;
Daewoo Racer 1997 Racer;44;;Essence;1.5 ess ch;Manuelle
Fiat Tipo 1995 Tipo;44;300000km;Diesel;1.7 D 58ch;Manuelle
Sym St 2022 St;44;;;;
Renault 19 1994;44;;Diesel;1.9 D;Manuelle
Renault Express 1994 Express;44;0000000km;Diesel;1.9 D 65ch;Manuelle
Volkswagen Golf 2 1987 Golf 2;44;500000km;Diesel;1.6 ess 75ch;Manuelle
Peugeot 205 2001 205;44;;Diesel;La8;Manuelle
Seat Leon 2019 Beats;44;139km;Diesel;2.0 TDI 143ch;Manuelle
Renault Clio 2 2001 Clio 2;44;483000km;Diesel;1.9 D 65ch;Manuelle
Volkswagen Jetta 1992 Classic;44;300km;GPL;1.8 ess 90ch;Manuelle
Hafei motors Haifi lobo 2004;44;180km;Essence;;Manuelle
Renault Megane 1 1997;44;;;;
Fiat Punto 1999 Classic;44;;;;
Renault Megane 1 2001;44;;;;
Renault Clio 1 2001;44;;;;
Volkswagen Polo 1997;44;;;;
Hyundai Atos 1999 GL;44;;;;
Peugeot 405 1989 405;45;333333km;GPL;1.4 ess 70ch;Manuelle
Toyota RAV4 2015 Premium;45;210000km;Diesel;2.2 D4D 150ch;Manuelle
Fiat Punto 1999;45;3000km;Diesel;1.7 D 71ch;Manuelle
Faw Faw 2007 Faw;45;;;;
Peugeot 306 1999 306;45;;Diesel;1.9 D 71ch;Manuelle
Peugeot 404 1962 404;45;232323232km;Essence;1.6 CTI 85ch;Manuelle
Peugeot 306 1998 306;45;33333km;Diesel;1.9 D 71ch;Manuelle
Renault Clio 5 2023 Rs line;45;;;;
Renault 5 1986 super5;45;2km;Essence;;Manuelle
Renault Clio 1 1996 Clio 1;45;000km;Diesel;1.9 D 65ch;Manuelle
Kia Shuma 2001 Shuma;45;0000000km;Essence;1.6 ess 101ch;Manuelle
Fiat 131 1976 Moteur dorigine;45;;;;
Renault Sepr 5 1993;45;;;;
Fiat Doblo 2023;45;;;;
Peugeot 206 2000 206;45;60.000km;Diesel;1.9 D 70ch;Manuelle
Daihatsu Charade 2004 Charade;45;330000km;Essence;1.3;Manuelle
Volkswagen Golf 2 1987 Golf 2;45;;Essence;1.3 ess 55ch;
Volkswagen Golf 2 1991 Golf 2;45;;Essence;1.8 ess 90ch;Manuelle
Opel Vectra 2002 Vectra;45;;Diesel;2.2 DTI 16V 125ch;Manuelle
vms V max 2023;45;;;;
Peugeot 207 2012 Sportium;45;322000km;Essence;1.4 VTI 95ch;Manuelle
Daewoo Tico 1993 Tico;45;3000km;Essence;0.8 ess 41ch;Manuelle
Renault 21 1993;45;;Diesel;2.1 TD 88ch;Manuelle
Opel Vectra 1990 Vectra;45;;GPL;;Manuelle
Honda Civic 1984 Civic;45;111111km;Essence;1.4 ess 71ch;Automatique
Ford Fiesta 1992 Fiesta;45;320km;Essence;1.3 ess 60ch;Manuelle
Citroen Saxo 1998 Saxo;45;500km;Diesel;1.5 D 58ch;Manuelle
Renault Clio 1 1995 Clio 1;45;;Diesel;1.9 D 65ch;Manuelle
Audi 80 1991 80;45;450km;Diesel;1.9 D 68ch;Manuelle
Hafei motors Yavuz 2004 Yavuz;45;187000km;Essence;1.1 ess 65 ch;Manuelle
Sym symphony S 2023 10;45;7500km;Essence;150;Manuelle
Volkswagen Jetta 1986 Jetta;45;5555555km;Diesel;1.6 D 54ch;Manuelle
Peugeot 405 1990 405;45;1000000km;GPL;1.6 ess 92ch;Manuelle
Fiat Punto 1997 Classic;45;11111km;Diesel;1.7 D 71ch;Manuelle
Sym Symphony 2022 St;45;10000km;;150;
Renault 19 1992 19;45;400km;Diesel;1.9d;Manuelle
Faw Hirbin 2007 Faw;45;;Essence;1.1 ess GPL;Manuelle
Peugeot 207 plus 2013 207 plus;45;34000km;GPL;1.4 ess 75ch;Manuelle
Renault 19 1994 19;45;0000km;Diesel;1.9 DT 93ch;Manuelle
Volkswagen Golf 2 1987 Golf 2;45;123456km;GPL;1.6 ess 75ch;Manuelle
Renault Clio 1 1993 Clio 1;45;0000000km;Essence;1.4 ess 80ch;Manuelle
Renault Twingo 1994 Twingo;45;;Essence;;Manuelle
Honda Accord 1983 Accord;45;;GPL;1.8 ess 98ch;Manuelle
Ford Taunus 1973 Taunus;45;123456km;Essence;1.6 GT 88ch;Manuelle
DFSK Mini Truck 2014 SC 2m50;45;22km;Essence;1.1 ess 53 ch;Manuelle
Faw Xzali 2007 1.1;45;160000km;Essence;1.1;Manuelle
Vms Rk 2023 2023;45;;;;
Citroen Ax 1991 Ax;45;;Diesel;1.5;Manuelle
Fiat Punto 2001 Classic;45;345000km;Diesel;1.9 D 60ch;Manuelle
Peugeot 405 1992 405;45;;Diesel;1.8 D 90ch;Manuelle
Ford Taunus 1973 Taunus;45;123456km;Essence;1.3 ess 59ch;Manuelle
Peugeot 505 1990 505;45;00000000km;Essence;1.8 ess 90ch;Manuelle
Peugeot 205 1992 205;45;000000000km;Diesel;1.8 D 60ch;Manuelle
Peugeot 301 2013;45;2km;Essence;1.2 VTI 72ch;Manuelle
Volkswagen Golf 4 2002 caberiolet;45;250000km;Essence;2.0 essence;Manuelle
Faw Xiali 2006;45;262000km;GPL;1.1;Manuelle
Chery QQ 2006 QQ;45;999999km;Essence;0.8 ess 38ch;Manuelle
Fiat Punto 1999;45;;Diesel;1.7 D 63ch;Manuelle
Opel Astra 1998;45;;;;
Renault Trafic 1987;45;100000km;Essence;1.8;Manuelle
Volkswagen 2  1989 ;45;0000km;Essence;55s;Manuelle
Fiat Punto 1995 Classic;45;33333km;Essence;1.2 ess 60ch;Manuelle
Renault Clio 1 1999 Clio 1;45;548km;Diesel;1.9;Manuelle
Lifan 520 2008;45;;Essence;1.3L 16v;Manuelle
Audi 100 1986 100;45;500000km;Diesel;;Manuelle
Vms Vmax 2022;45;3500km;Essence;200cc;Automatique
Opel Corsa 1999 Corsa;45;;Diesel;1.7 D 60ch;Manuelle
Daewoo Daewoo espero 1992 Bien  fini;45;0km;Essence;essence 2.0 un seule arbre a came;Manuelle
Daewoo Matiz 1999 Matiz;45;2500000km;Essence;0.8;Manuelle
Audi A3 2015 A3;45;;;;
Renault Express 1992 Express;45;00km;Diesel;1.9 D 55ch;Manuelle
Peugeot J5 1991;45;0km;Essence;;Manuelle
Daewoo Cielo 1998 Cielo;45;400000km;Essence;1.5 ess 90ch;Manuelle
Tata Indica 2006 Indica;45;000km;Essence;;Manuelle
Suzuki Maruti 800 2003;45;;Essence;0.8 ess 47ch;Manuelle
Nissan Sunny 1988 Sunny;45;3550000km;Essence;1.6 ess 84ch;Manuelle
Peugeot Citroen 2000 Saxo;45;500000km;Diesel;1.5;Manuelle
Suzuki Maruti 800 2008 Maruti 800;45;;Essence;0.8 ess 47ch;Manuelle
Renault R4 4L cleaon 37 chvo 1988;45;233000km;Essence;Gtl grand pali 37 chovo 4l cleaon;Manuelle
Renault 21 1986 21;45;460000km;GPL;1.7 GTS 92ch;Manuelle
Hafei motors Yavuz 2004 Yavuz;45;1111km;Essence;1.1 ess 65 ch;Manuelle
Volkswagen Golf 3 1997 Golf 3;45;000km;Diesel;1.9 TD 75ch;Manuelle
Ford Mondeo 1996;45;255000km;Diesel;1.8 TD 88ch;Manuelle
Fiat Brava 1997 Brava;45;500000km;Essence;1.4 ess 12V 80ch;Manuelle
Volkswagen Polo 1998 ;45;;Diesel;;Manuelle
Faw N3 2009;45;;Essence;1.1;Manuelle
Peugeot 301 2014 Active;45;190000km;GPL;1.2 VTI 72ch;Manuelle
Daewoo Nubira 1998 Nubira;45;;GPL;1.6 ess 106ch;Manuelle
Kia Asia 2000 2000;45;;Diesel;;Manuelle
Lada Niva 1989 Niva;45;;Essence;1.6 ess 78ch;Manuelle
Faw Xiali 2008 Xiali;45;284000km;GPL;1.1;Manuelle
Peugeot 208 2022 208;45;48000km;Essence;1.2;Automatique
Peugeot 205 1988 Junior;45;59575km;Essence;1.4 ess 65ch;Manuelle
Renault Clio 1 1997 Clio 1;45;537252km;Diesel;1.9 simple;Manuelle
Audi Golf 3 1994;45;;GPL;1.4;
Peugeot 306 1998 306;45;;Diesel;;Manuelle
Renault 4 1985 4;45;;Essence;1.1 ess 34ch;Manuelle
Faw N5 2007 N5;45;;Essence;1.0 MT STD;Manuelle
Suzuki Maruti 800 2005 Maruti 800;45;;Essence;0.8 ess 47ch;Manuelle
Renault 19 1990 19;45;;Diesel;1.9 D 65ch;Manuelle
Hyundai H100 1999;45;;Diesel;;Manuelle
Faw Xiali 2008;45;;;;
Fiat Stilo 2002 Stilo;45;80000km;Diesel;1.9 JTD 115ch;Manuelle
Faw Hwali 2008 2008;45;222222222km;Essence;;Manuelle
Renault Express 1989 Express;45;;GPL;76;Manuelle
Renault R19 chamad 1994;45;111111km;Diesel;1.9;Manuelle
Changan 2008 2008;45;400000km;Essence;;Manuelle
Opel Combo 1998 Commerciale;45;;Diesel;1.7;Manuelle
Peugeot 405 1990 405;45;;GPL;;Manuelle
Faw ixiali 2008;45;1111km;Essence;;Manuelle
3 052 004;45;00000km;Essence;;Manuelle
Peugeot 206 2002 206;45;0000000000km;Diesel;1.9 D 70ch;Manuelle
Volkswagen Golf 2 1990 Golf 2;45;9999km;Diesel;1.9 d;Manuelle
Great Wall C30 2016 C30;45;229000km;Essence;1.5 VVT 105ch;Manuelle
Renault Megane 1 1997 Megane 1;45;;Diesel;1.9 DT 95ch;Manuelle
Peugeot 405 1990 Bix;45;1000000km;Essence;1.6;Manuelle
Daewoo Cielo 2000;45;;;;
Fiat Panda 1992 4x4;45;111111km;Essence;1.0 ess 4X4 50ch;Manuelle
BMW E30 1987;45;;;;
JAC  2004;45;;;;
Mercedes Benz 300 D 1983;45;;;;
Citroen ZX 1997;45;;;;
Renault Megane 1 1996;45;;;;
Peugeot 306 2000;45;;;;
Peugeot 405 1994;45;;;;
Renault Clio 1 1997;45;;;;
